@relation django
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug numeric
@data
0,1,1,1,0,6,0,99,13,0.006875,2,124,146.454545,18,0
1,1,1,1,0,4,3,671,13,18.907535,5,3934,1.052889,510,0
1,1,1,1,0,6,6,641,13,31.437627,7,3935,1.031809,511,0
1,1,1,1,0,1,1,1643,13,8.325671,11,3936,1.12011,512,0
0,1,1,1,0,7,2,130,13,0.534086,9,125,2.872359,89,1
0,1,1,1,0,2,2,387,13,91.649838,16,126,1.010911,90,1
1,1,1,1,0,2,0,272,11,84.403646,9,127,1.011848,91,1
1,1,1,1,0,5,5,305,13,40.93272,5,3937,1.02443,513,0
1,1,1,1,0,2,2,136,12,87.593056,23,151,1.011416,7,1
0,3,3,3,1.2955,77,1,841.666667,13,23.403268,30,3939,1.024467,593,1
1,1,1,1,0,1,1,31,12,104.219734,2,232,1.009595,230,0
1,1,2,3,1.382102,16,2,149.333333,13,82.595421,6,234,1.014997,233,1
1,2,2,5,0.149708,4304,1498,506.8,13,213.947734,379,3943,1.017827,2606,0
1,2,2,3,0.022745,312,139,1497.333333,13,63.098029,390,3947,588.760385,2608,0
1,1,1,1,0,1,1,140,13,24.661412,4,3949,1.040549,515,0
1,1,1,1,0,7,0,580,13,35.360937,9,3950,1.02828,516,0
1,1,1,1,0,4,4,661,13,91.165081,6,3951,1.010969,517,0
1,1,1,1,0,1,1,53,13,17.936273,2,3952,1.055753,518,0
1,1,1,1,0,6,6,194,13,95.340799,4,3953,1.010489,519,1
1,2,2,2,0.286397,19,1,1413,13,43.908194,99,3954.5,1.017098,594,1
1,2,2,2,0.918296,54,21,1422,13,0.869329,101,3956.5,1.862735,595,1
1,2,2,2,0.904381,13,12,414.5,13,2.990069,22,5537.5,1.25083,1363,0
0,1,1,1,0,18,10,105,13,5.146609,3,5539,1.194303,1364,0
0,3,3,4,1.754069,31,5,396.5,13,110.506186,57,5541.5,1.004641,476,1
1,1,1,1,0,14,14,1347,13,22.98309,5,630,1.04351,142,0
1,1,1,1,0,3,1,145,13,62.87934,2,631,1.015903,143,0
1,1,1,1,0,1,1,32,12,91.015278,2,632,1.010987,300,0
1,1,2,3,1.236386,12,7,574,13,47.315775,150,3959,1.020633,2613,1
1,1,1,1,0,2,1,312,13,77.638194,34,3961,1.01288,2614,1
1,1,1,1,0,16,1,111,1,124.844444,1,236,1.00801,234,1
1,1,1,1,0,1,1,31,12,2.591181,3,237,1.385924,235,1
1,1,1,1,0,4,3,205,13,79.89706,1,100,1.012516,36,0
1,1,1,1,0,9,9,423,12,24.737569,75,21,1.040424,14,1
0,1,1,1,0,111,8,582,13,6.849699,13,338,1.145992,50,0
0,1,1,1,0,73,77,685,13,0.15691,14,5544,7.373091,1366,0
1,1,1,1,0,12,5,541,13,0.940312,91,3962,2.063476,2615,1
1,2,2,2,0.863121,5,2,1108,13,61.81875,76,3963.5,1.426575,596,1
1,1,1,1,0,2,2,793,13,20.986933,7,3965,1.047649,520,0
1,1,1,1,0,1,1,837,13,14.439884,8,3966,1.069253,521,0
0,1,1,1,0,3,0,1125,13,1.110347,5,3967,1.900619,522,0
1,1,1,1,0,12,1,1128,13,0.000463,6,3968,2161,523,0
1,1,2,2,0.413817,37,11,186.5,13,52.374178,6,152.5,1.032241,143,0
0,1,1,1,0,2,1,270,13,0.005845,4,154,172.089109,144,0
0,1,1,1,0,4,1,82,13,38.093067,4,155,1.026251,145,0
0,1,1,1,0,3,2,129,13,0.133449,4,156,8.493495,146,0
0,2,4,4,1.696074,36,0,905.25,13,8.601716,221,3970.5,1.056244,597,1
1,1,1,1,0,0,3,246,14,20.503299,82,157,1.048773,8,0
1,1,2,2,0.918296,0,3,689.5,13,5.679826,110,3973.5,1.103609,2621,0
0,1,1,1,0,78,57,423,12,3.066412,76,22,1.326114,15,1
1,1,1,1,0,0,4,218,13,13.715197,21,101,1.072912,36,0
1,2,2,3,0.558629,19,4,102.333333,13,58.603569,11,3976,1.006835,599,1
0,1,1,1,0,7,2,394,13,6.985035,25,3978,1.143163,600,1
1,2,3,3,1.557697,52,12,455.666667,13,57.279819,28,3980,1.006937,525,1
1,1,1,1,0,2,0,207,13,30.236088,50,102,1.033073,37,1
1,2,3,4,1.578135,105,1,233.5,14,50.766942,26,104.5,1.007218,28,1
1,2,3,3,1.520204,86,11,100.333333,14,0.109387,12,108,6.58671,30,1
1,1,1,1,0,1,1,28,13,0.794329,2,3982,2.258925,2624,1
1,1,1,1,0,1,1,681,13,12.00037,15,110,1.083331,37,0
1,2,2,2,0.721928,43,2,765,13,31.066586,51,111.5,1.046922,31,1
0,1,1,1,0,2,2,305,13,17.944711,6,3983,1.055727,526,0
1,1,1,1,0,1,1,147,13,99.688935,5,633,1.010031,144,0
1,1,1,2,0.591673,9,5,521.5,13,20.244277,20,634.5,1.02528,146,0
1,1,1,1,0,2,2,683,13,0.008403,17,636,120.008264,147,0
1,1,1,1,0,2,3,305,13,0.99669,7,637,2.003321,148,0
1,1,1,1,0,2,2,683,13,0.213588,18,638,5.681912,149,0
1,1,1,1,0,11,9,740,13,2.03772,33,639,1.490745,301,0
1,2,2,5,1.724439,51,1,8,11,23.817648,8,642,1.008397,187,1
0,1,1,1,0,6,0,114,11,115.360856,8,5545,1.008668,3419,0
1,1,1,1,0,9,5,120,11,0.009387,9,5546,107.535142,3420,1
0,1,1,1,0,15,0,1347,13,17.036227,6,5547,1.058698,1367,0
1,1,2,2,1,2,2,104.5,1,110.325353,5,238.5,1.007171,237,1
1,1,3,4,1.489722,18,9,284.5,13,88.297494,11,241.5,1.005196,241,1
1,1,2,5,2.321928,5,5,51.6,14,40.994593,67,130,1.01114,96,0
1,1,1,1,0,2,2,125,1,150.308854,1,244,1.006653,242,0
1,3,4,5,1.836017,19,4,300.2,13,94.353919,511,1232,1.010336,416,1
0,1,1,1,0,1,1,450,13,0.00566,372,1235,177.687117,35,0
0,1,1,1,0,29,27,219,13,50.222766,15,1236,1.019911,211,0
0,2,2,4,1.489577,101,77,881.5,13,77.691305,127,3985.5,1.013314,601,1
0,3,4,4,1.641036,59,7,1261,13,35.094925,230,3989.5,1.009171,602,1
0,1,1,1,0,8,6,64,1,153.168819,1,245,1.006529,243,1
1,1,1,1,0,3,3,404,12,34.522731,5,3992,1.028966,2630,1
0,1,2,2,0.975526,47,2,872,13,10.763356,31,3993.5,1.047186,529,0
1,2,2,6,1.942551,710,700,232.5,13,146.089267,17,3997.5,1.002536,530,1
1,1,1,1,0,23,0,0,1,0,0,4001,0,2636,1
0,1,2,2,0.918296,5,4,366,13,14.215648,20,57.5,1.829006,8,0
1,1,1,1,0,6,6,179,1,155.089039,1,246,1.006448,244,1
1,1,1,2,0.800392,17,20,229.5,13,74.249479,81,59.5,1.021632,39,1
1,1,1,1,0,3,1,1823,13,2.727697,56,4002,1.36661,2637,1
0,2,3,3,1.402081,17,0,745,13,2.728291,169,4004,1.223995,603,1
1,2,3,3,1.556657,20,1,1270,13,0.022863,220,4007,27.804227,604,1
1,1,1,4,0.048052,261,113,1032.75,11,127.313414,61,4010.5,1.004091,2645,0
1,1,1,2,0,545,354,1966,9,76.122315,86,4013.5,1.009853,2647,0
1,1,1,2,0,1,1,2061.5,9,0.000475,88,4015.5,1581.487805,2649,0
1,1,1,2,0,23,19,2112,13,46.574572,62,40.5,1.016103,41,0
1,2,2,2,0.77935,11,2,141.5,13,34.004664,27,4017.5,1.021352,531,1
1,3,4,4,1.57122,109,17,321.25,13,42.472089,391,1842.5,1.06869,592,1
0,2,2,3,1.123856,21,4,143.333333,13,103.704549,64,1846,1.00594,316,1
1,1,1,1,0,9,9,501,13,0.311713,5,645,4.20808,150,0
1,1,3,9,3.093069,4,10,56.888889,13,117.435387,49,1852,1.002714,883,0
1,1,1,1,0,1,1,215,13,125.649086,4,1857,1.007959,593,0
1,1,1,1,0,1,1,71,13,137.044688,5,1858,1.007297,594,0
1,1,2,3,1.419737,20,12,85.666667,1,160.330093,3,248,1.003812,247,1
1,3,6,10,2.115219,484,257,376.2,14,72.001704,135,1863.5,1.003022,319,1
0,1,1,1,0,1,1,451,13,4.346377,374,646,1.230077,4,0
1,4,17,30,3.842341,2361,329,262.5,13,49.35569,843,1251.5,1.358784,422,1
1,1,1,1,0,5,3,1514,13,0.046331,19,1267,22.583812,217,0
0,1,1,1,0,1,1,323,13,0.061887,1,1268,17.158594,218,0
0,1,1,1,0,0,1,146,13,0.068183,9,1269,15.66644,586,0
0,1,1,1,0,1,1,323,13,0.064028,2,1270,16.618221,219,0
1,1,1,1,0,3,1,145,13,0.101887,10,113,10.814836,41,1
1,1,2,7,2.169605,115,51,144.571429,13,46.789478,12,253,1.004369,254,1
0,1,1,1,0,1,0,31,1,163.067627,1,257,1.006132,255,1
1,1,2,2,0.143726,46,3,386.5,13,85.372558,79,61.5,1.005994,41,1
0,1,1,1,0,1,1,323,13,0.345914,3,1271,3.890889,220,0
1,1,1,1,0,3,3,323,13,0.005498,4,1272,182.894737,221,0
1,1,1,1,0,2,2,323,13,0.0289,5,1273,35.601522,222,0
1,1,1,1,0,1,1,323,13,0.032674,6,1274,31.605739,223,0
1,4,7,11,2.677577,251,51,334.636364,13,129.458528,506,119,1.151062,35,1
1,1,1,1,0,3,2,951,13,137.604815,66,4019,1.007267,2651,1
1,3,3,3,1.582193,46,0,1195.333333,13,3.386632,186,4021,1.539189,605,1
1,3,5,8,2.314549,369,83,268.5,14,16.25013,79,1872.5,1.147511,325,1
1,1,1,1,0,4,1,486,13,0.841574,79,63,2.18825,42,1
1,1,1,1,0,1,0,126,1,3.748067,2,258,1.266804,256,1
0,1,1,2,0.757878,32,32,129.5,14,0.240162,9,23.5,4.122892,4,1
1,1,1,1,0,6,1,76,11,159.014711,11,1877,1.006289,326,1
1,2,3,3,1.133134,46,7,175.333333,13,96.936123,11,1879,1.004946,327,1
1,2,2,2,0.98424,49,12,244.5,14,0.115608,80,25.5,5.324974,5,1
0,1,1,1,0,8,0,187,13,1.815486,18,125,1.550817,47,1
1,1,1,1,0,2,2,214,13,34.113669,22,126,1.029314,48,1
0,1,1,1,0,8,2,435,11,142.181921,21,127,1.007033,36,1
1,2,2,2,0.543564,8,0,396.5,13,33.783391,412,4023.5,1.153251,2653,0
1,2,2,2,0.981941,18,1,1038.5,13,51.28349,108,128.5,1.023008,37,1
1,1,1,1,0,1,1,500,14,2.93419,81,64,1.34081,43,1
1,2,2,2,0.954434,6,2,1102,13,5.053634,60,1275.5,1.148408,423,1
1,1,1,1,0,2,2,1346,13,3.385961,75,130,1.295337,38,1
1,2,2,2,0.899744,18,1,1104,13,2.78059,62,1277.5,1.269727,424,1
1,2,5,5,2.268473,35,3,612.4,13,4.864389,67,1281,2.27398,428,1
1,1,1,1,0,1,0,323,13,7.464942,7,1284,1.13396,224,0
1,2,2,2,0.663197,24,5,1120.5,13,0.826458,66,1285.5,1.907487,429,1
1,1,1,1,0,78,4,30,13,153.570671,1,1287,1.006512,225,0
0,2,2,2,0.985228,4,3,1130,13,0.307303,68,1288.5,3.440586,430,1
1,3,8,16,3.044516,586,48,394.9375,13,16.751468,348,1297.5,1.015712,435,1
1,1,1,1,0,26,0,352,13,88.728495,4,1306,1.01127,228,0
1,1,1,1,0,1,1,767,13,111.865382,11,131,1.008939,39,0
1,1,1,1,0,2,2,133,13,1.386181,1,65,1.721407,12,1
1,1,1,1,0,8,8,245,13,1.395197,7,66,1.716745,13,1
0,1,1,1,0,12,6,224,12,167.07713,4,259,1.005985,257,1
1,1,1,1,0,35,24,230,12,0.023194,5,260,44.113772,258,1
1,2,4,4,1.94618,42,2,295.25,13,49.599349,82,1308.5,1.017823,229,1
1,2,3,3,1.494919,8,3,1098,13,7.98794,184,1312,1.049084,436,1
0,1,1,1,0,2,2,122,13,163.199688,1,647,1.006127,151,0
1,2,5,5,2.16226,37,21,421.4,13,6.95816,127,1316,1.261489,440,1
1,2,2,2,0.315997,34,1,789.5,13,29.573003,55,132.5,1.042313,39,1
1,1,1,1,0,3,3,500,14,15.055382,82,67,1.066421,44,1
1,1,1,1,0,1,0,1060,13,5.518356,9,1319,1.181213,230,0
1,2,2,3,1.526381,67,21,127.333333,13,64.821319,18,134,1.009259,19,1
1,1,1,1,0,2,2,160,13,0.013542,11,136,74.846154,99,0
1,1,1,2,0.918296,12,12,152,13,0.066551,17,137.5,13.12051,101,1
1,4,9,10,3.056304,68,15,477.9,14,48.843792,780,138.5,1.015157,40,1
1,2,2,2,1,10,2,628.5,13,5.004699,123,1320.5,1.149859,441,1
1,1,1,2,0.99403,4,7,182.5,14,5.137211,12,1322.5,1.098566,609,1
1,1,1,1,0,2,1,506,14,2.796725,84,68,1.357561,45,0
1,2,3,3,1.491014,20,3,150.666667,13,173.011443,34,340,1.00356,75,1
1,1,1,1,0,12,1,51,10,196.676412,9,342,1.005084,212,1
0,1,1,2,0,108,100,2116.5,9,91.697141,54,149.5,1.008179,150,0
0,1,1,2,0,108,103,2322.5,9,91.69794,117,151.5,1.008179,152,0
0,1,1,2,0,6,6,2020.5,9,162.891725,16,153.5,1.004604,154,0
0,1,2,2,0.995148,61,61,185.5,13,169.567911,5,648.5,1.004526,153,0
1,1,2,2,0.044943,224,181,931.5,13,44.463437,13,650.5,1.015065,155,0
1,2,3,3,1.074173,111,19,461,13,52.477187,134,1325,1.064216,443,1
1,2,3,3,1.00169,28,14,1108.666667,13,4.650004,193,1328,534.381124,444,1
1,2,2,2,0.918296,5,1,1157.5,13,0.006019,80,1330.5,125.615385,445,1
1,2,2,2,0.811278,16,0,801.5,13,27.673084,84,144.5,1.025257,41,1
1,3,3,4,0.175206,105,29,518.5,15,2.162309,465,147.5,1.116068,43,1
1,2,2,2,0.764205,8,1,238,13,115.67287,55,1881.5,1.006484,328,1
0,1,1,1,0,7,4,347,13,28.344618,36,1883,1.03528,893,1
0,1,1,1,0,2,2,1553,14,9.21485,22,1332,1.10852,231,0
1,1,1,1,0,1,1,162,14,9.767639,16,1333,1.102379,614,1
1,1,1,1,0,3,3,1061,13,15.981088,10,1334,1.062574,232,0
1,1,1,1,0,2,1,417,13,36.200579,43,1335,1.027624,615,1
1,1,1,1,0,2,1,187,13,46.143808,4,5548,1.021671,1368,0
1,1,1,1,0,1,1,984,13,98.117812,8,5549,1.010192,1369,0
1,1,1,1,0,1,1,1643,13,80.120012,12,5550,1.012481,1370,0
1,1,1,2,0.918296,3,0,482,13,123.137865,11,5551.5,1.008781,1372,0
1,1,1,1,0,0,3,237,9,179.623981,3,1336,1.005567,616,0
1,1,1,1,0,2,2,160,13,112.461343,2,1337,1.008892,233,0
1,1,1,1,0,1,1,153,13,173.101551,2,1338,1.005777,234,0
1,1,1,1,0,17,16,984,13,0.893252,9,1339,2.119505,235,0
1,1,1,1,0,24,24,1006,13,152.791806,16,1340,1.006545,236,0
1,1,1,1,0,47,47,1195,14,36.608125,14,1341,1.027316,237,0
1,1,1,1,0,2,2,66,11,204.008102,2,1342,1.004902,617,0
1,1,1,1,0,2,2,394,13,76.084271,16,1343,1.013143,238,0
1,1,1,1,0,5,5,1643,13,0.892975,13,1344,2.119853,239,0
1,1,1,1,0,37,37,938,13,67.976806,15,1345,1.014711,240,0
1,1,2,2,0.684038,11,0,972,13,0.00114,33,1346.5,1454.575054,242,0
1,3,4,6,1.640222,313,0,121.833333,13,48.052753,145,1350.5,0.504897,447,1
1,1,1,1,0,1,1,28,13,113.415683,6,1354,1.008817,621,0
1,1,1,1,0,29,27,195,13,35.437627,19,1355,1.028219,622,1
0,1,1,1,0,3,2,456,15,5.652188,380,1356,1.176923,37,0
1,2,2,2,0.863121,6,1,311.5,13,127.538177,34,343.5,1.008093,76,1
1,3,5,7,2.128885,102,32,627.285714,14,15.548819,223,1360,1.023176,449,1
0,1,1,1,0,31,8,155,13,42.20022,6,1884,1.023697,894,1
1,4,6,12,2.388066,333,29,69.75,15,52.627358,396,1890.5,1.05818,334,1
1,1,1,1,0,10,1,252,13,179.99662,27,1897,1.005556,897,1
0,1,2,2,0.529361,11,14,824,14,20.996609,25,1898.5,1.024344,602,0
0,1,1,1,0,160,0,0,1,0,0,158,0,147,0
0,2,2,2,0.918296,2,1,50.5,11,123.584421,57,159.5,1.00544,2,0
0,1,1,2,0.03936,120,117,95,13,48.45055,6,1900.5,19.75516,604,0
0,1,1,1,0,12,0,85,11,0.029016,37,161,35.463502,3,0
1,1,1,1,0,4,2,162,13,0.006944,2,1902,145,605,0
1,2,5,5,2.106879,47,13,259.8,14,20.415896,141,1366,1.023181,451,1
1,2,2,2,0.811278,7,1,199,15,23.383744,14,150.5,1.073575,44,1
1,1,1,1,0,2,2,330,14,1.33559,9,1369,1.748733,245,0
1,2,2,2,0.672295,24,10,1186,14,2.380567,84,69.5,1.315051,14,1
1,1,2,2,0.210842,30,0,199.5,11,185.000787,30,139.5,1.004054,103,1
1,1,1,2,0.970951,22,3,43.5,13,181.396233,17,4025.5,1.004119,2655,1
1,1,1,1,0,7,1,343,13,52.000799,4,4027,1.01923,2656,1
1,3,4,7,2.263748,299,77,434.571429,13,70.532255,168,1373,1.029367,455,1
1,2,2,5,0.24962,301,283,951.8,15,102.215035,491,4030,1.051694,2660,0
1,1,1,4,0.201951,416,631,1066.5,13,109.631863,6,4034.5,1.004751,2664,0
1,2,2,2,0.689202,35,3,1597.5,14,22.397089,127,4037.5,1.246175,606,1
1,2,3,3,1.569974,19,11,94,13,166.003252,81,4040,1.003866,607,1
1,1,1,1,0,5,3,269,11,221.060463,16,4042,1.004524,2668,1
1,3,4,4,1.834682,113,16,259,13,291.552737,33,1378.5,1.002141,457,1
1,1,2,2,0.934068,13,7,383,13,39.118391,24,162.5,1.025808,149,0
1,2,2,2,0.918296,9,3,1613.5,14,0.9336,129,4043.5,1.803342,608,1
1,2,2,3,1.530493,13,5,1221.333333,14,10.225984,148,4046,15.596638,609,1
0,1,2,3,1.584963,12,9,949.666667,14,19.082133,326,4049,1.028174,2674,1
1,1,1,1,0,1,1,985,13,96.347986,70,4051,1.010379,610,1
1,1,1,1,0,2,1,63,12,195.569525,17,4052,1.005113,2675,1
1,1,1,1,0,6,1,18,12,201.032963,1,4053,1.004974,2676,1
1,1,2,2,0.863121,6,1,219.5,13,117.662598,25,4054.5,1.004814,2678,0
1,1,2,2,0.992774,15,5,240.5,13,120.298935,15,4056.5,1.004625,2680,1
1,1,1,2,0,199,118,2123.5,9,108.621609,140,38.5,1.006905,39,0
1,1,1,1,0,1,1,22,13,7.690949,1,4058,1.130023,2681,0
1,2,2,5,0.146696,473,365,959.6,15,92.894296,499,4061,1.105104,2685,0
1,1,1,1,0,6,3,89,11,203.974375,6,4064,1.004903,2686,1
1,1,1,1,0,1,1,126,13,7.850729,1,4065,1.127377,611,1
0,2,3,3,1.15363,44,29,159,15,137.366968,36,4067,1.003397,612,1
0,1,1,1,0,22,8,231,13,186.269132,6,4069,1.005369,2689,1
0,1,1,1,0,1,1,672,13,88.997535,6,4070,1.011236,533,0
1,2,2,2,0.56651,9,6,708,14,3.906632,73,4071.5,1.139307,613,1
1,3,3,3,1.361016,28,1,943,13,74.202454,82,4074,1.007497,614,1
1,1,1,1,0,1,1,132,15,0.149907,17,4076,7.670784,2692,1
0,1,1,2,0,149,77,2114,13,51.952708,64,42.5,1.014436,43,0
0,1,1,1,0,3,2,1061,13,11.121516,11,4077,1.089916,535,0
1,1,1,1,0,1,1,344,1,209.35566,1,4078,1.004777,2693,1
1,1,1,1,0,2,2,32,9,564.509734,2,4079,1.001771,2694,1
1,1,3,5,1.744326,184,78,147.6,13,69.376574,21,263,1.008684,263,1
1,1,1,1,0,3,2,82,13,3.970752,10,4080,1.251841,2695,1
0,1,1,2,1,4,4,911,14,3.03044,211,4081.5,1.247489,2697,1
0,1,1,1,0,8,3,431,14,3.150278,18,4083,1.317432,2698,1
1,2,2,3,1.052018,79,32,936,14,44.708773,105,4085,1.214062,615,1
1,2,3,3,1.503889,38,4,960.333333,14,27.713121,119,4088,1.012039,616,1
1,2,2,2,0.380947,25,2,422.5,14,42.511343,107,4090.5,1.011762,617,1
1,2,2,2,0.986368,41,10,777,14,5.16224,111,4092.5,4.680207,536,1
0,1,2,2,0.787127,9,8,723.5,13,8.593385,36,71.5,1.118444,10,0
1,1,1,1,0,1,0,241,12,32.318322,6,266,1.030942,264,1
1,2,3,4,1.566564,80,20,605.5,14,135.119045,91,4095.5,1.049172,619,1
1,2,2,2,0.33729,10,6,278.5,15,96.955295,442,4098.5,1.124958,2707,1
1,2,2,2,1,19,7,353.5,14,96.360503,103,4100.5,1.287,620,1
1,1,4,27,3.934608,1340,1197,119.740741,13,128.752512,35,280,1.000971,291,1
1,2,2,2,0.605187,27,0,709.5,14,5.891829,75,4102.5,1.127295,621,0
1,1,1,1,0,1,1,1260,13,8.636181,15,152,1.115792,41,0
1,1,1,1,0,2,2,213,11,229.255104,4,4104,1.004362,2710,0
1,2,5,8,1.553765,25,1,16.5,15,0.75656,18,4108.5,1.165222,628,1
1,1,1,1,0,4,2,258,11,189.585023,57,4113,1.005275,2712,1
1,2,2,2,0.991076,9,0,172.5,15,46.951916,17,4114.5,1.048092,629,1
1,1,1,1,0,5,2,129,11,210.255116,10,4116,1.004756,2714,1
1,1,1,1,0,7,2,220,1,215.014792,1,294,1.004651,292,1
1,1,5,8,2.187803,73,37,236.625,14,99.632802,125,4120.5,1.002034,2722,1
0,1,1,1,0,5,5,1260,13,0.879028,16,4125,2.13762,537,0
1,1,2,2,0.329846,33,0,169,13,131.65559,12,4126.5,1.00734,539,1
0,1,2,2,0.970951,5,5,992,14,4.002413,37,4128.5,1.21396,541,0
1,4,7,9,1.571465,166,2,336.666667,15,42.543652,511,4134,1.04053,631,1
1,1,1,2,0,8,8,2164,9,8.090417,142,40.5,1.092702,41,0
1,1,3,8,1.911673,152,53,29.125,1,81.018047,3,298.5,1.002507,300,1
1,1,1,1,0,3,0,144,13,113.434016,11,4139,1.008816,632,1
1,2,3,3,0.946686,30,2,529,14,2.414321,237,4141,1.364577,633,1
1,1,1,1,0,16,7,18,15,1.841181,1,4143,1.54313,634,1
1,3,6,8,2.009523,228,52,484.875,15,56.59729,536,1384.5,1.100505,460,1
1,1,1,1,0,1,2,512,15,1.32412,53,4144,1.755218,2729,1
1,1,2,4,1.192794,132,55,126.5,1,1.2036,7,304.5,1.513255,304,1
0,1,1,1,0,11,0,517,14,14.30684,86,73,1.069897,47,1
0,1,1,1,0,2,2,170,14,0.725266,13,74,2.378804,15,1
1,1,8,12,3.278557,115,92,167,15,91.287925,449,5558.5,1.018102,3432,1
1,1,1,1,0,3,0,428,15,2.056377,9,4145,1.486292,2730,1
1,1,2,2,1,7,3,336.5,15,2.596985,17,4146.5,1.193208,2732,1
1,2,7,8,2.1652,220,56,508.625,15,54.003912,296,4151.5,2.326473,546,1
1,1,1,1,0,2,2,297,15,0.308356,73,1389,4.243,637,1
1,3,4,6,1.539231,239,41,359.166667,13,123.761744,54,1392.5,1.002713,461,1
1,1,1,1,0,4,4,289,13,99.10669,18,75,1.01009,48,1
1,1,1,1,0,13,26,152,15,0.933345,61,4156,2.071415,2738,1
0,1,1,1,0,6,3,429,15,0.933843,22,4157,2.070844,2739,1
1,1,1,1,0,9,0,139,15,0.000799,62,4158,1253.173913,2740,1
1,1,1,1,0,6,1,200,11,201.727847,47,4159,1.004957,2741,0
1,2,2,2,0.503258,6,3,374.5,15,31.098252,439,4160.5,1.279847,2742,1
1,1,1,1,0,1,1,205,11,0.020694,48,4162,49.322148,2743,0
0,1,1,1,0,3,5,55,15,1.217454,35,4163,1.821386,2744,1
1,1,2,2,0.997891,75,73,333,14,15.688142,20,1396.5,1.045559,463,1
1,1,4,4,1.603591,45,11,413.5,15,1.259693,230,77.5,1.326783,52,1
1,1,1,1,0,26,24,78,15,2.043183,19,5565,1.489432,3433,1
0,1,1,1,0,2,1,80,15,0.002384,20,5566,420.417476,3434,1
1,1,1,1,0,4,2,435,15,0.719433,24,80,2.389984,53,1
1,1,1,1,0,1,1,2168,14,7.637998,76,81,1.130924,54,1
1,2,2,2,0.94566,11,0,122.5,13,125.143709,17,82.5,1.010739,16,1
1,1,3,3,1.505823,14,1,399.333333,15,1.366771,154,85,1.328975,58,1
1,2,2,2,0.881291,9,1,1235.5,14,1.080538,94,1398.5,2.302795,464,1
1,1,1,1,0,0,0,13,10,250.943264,8,1400,1.003985,642,0
0,1,1,1,0,202,117,699,13,3.39169,8,5567,1.294838,1373,0
1,2,2,4,1.194633,65,2,178.25,14,15.904899,111,4165.5,1.062513,636,1
0,1,1,1,0,114,9,223,13,193.775856,2,4168,1.005161,547,0
1,1,1,1,0,49,1,328,13,0.000266,3,4169,3757.521739,548,0
1,3,3,3,1.275311,65,14,956.666667,15,37.722589,134,1402,1.077108,465,1
1,2,5,11,2.539182,457,13,198.181818,13,190.967412,38,657,1.000938,162,1
1,1,1,1,0,4,4,709,15,0.261285,20,1404,4.827243,251,0
1,1,1,1,0,8,6,148,15,3.037164,64,4170,1.329254,2747,1
1,2,2,2,0.56651,14,1,1106,15,2.22559,117,1405.5,1.336989,466,0
1,1,1,1,0,1,1,319,13,5.884039,15,1407,1.169951,467,1
1,1,1,1,0,1,1,294,15,7.336076,6,1903,1.136313,898,1
0,1,1,1,0,3,2,474,14,62.012222,25,1904,1.016126,899,1
1,3,7,10,2.796132,317,34,397,15,61.583785,241,1909.5,1.016313,337,1
1,2,6,6,2.058814,4,5,27,15,7.725467,24,4173.5,1.043942,641,1
1,1,1,1,0,17,8,297,15,0.258067,11,1915,4.874961,906,1
1,1,1,1,0,117,114,962,15,0.519178,49,4177,2.926121,2749,1
0,1,1,2,0,51,42,2150,13,16.032616,66,44.5,1.04678,45,0
1,4,6,10,2.196899,488,95,545.9,15,4.785156,640,4182.5,1.055131,643,1
1,3,4,7,2.399612,58,5,351.428571,13,14.745838,137,1411,1.021121,471,1
1,2,25,32,4.520458,128,71,213.1875,15,150.961344,974,1931.5,1.138472,937,1
0,1,2,2,0.426229,46,0,691,15,0.970266,26,4188.5,1.772984,553,0
1,3,5,10,2.574763,685,111,729.1,15,10.208112,436,4194.5,1.205401,646,1
1,1,1,1,0,1,1,1035,15,0.026169,120,4200,39.21318,2760,0
0,1,1,1,0,13,0,89,15,0.569722,1,4201,2.755241,647,1
1,1,1,1,0,1,1,222,15,0.571181,6,4202,2.75076,555,0
0,2,4,4,0.902468,46,35,192.5,13,99.046907,159,142.5,1.004045,21,0
0,1,2,2,0.881291,6,4,694,13,78.735804,12,145.5,1.007184,23,0
1,1,1,1,0,2,2,240,4,1022.829676,3,4203,1.000978,2761,1
1,1,1,1,0,1,1,240,4,0.003495,4,4204,287.092715,2762,1
1,1,1,1,0,1,1,240,4,0.001146,5,4205,873.727273,2763,0
1,2,2,2,0.985228,5,2,907,15,0.688275,163,4206.5,2.08968,648,1
1,1,1,1,0,2,2,456,13,20.515683,35,4208,1.048743,2765,1
1,1,1,1,0,1,1,181,15,1.366389,11,4209,1.731856,2766,0
1,1,1,1,0,12,8,222,1,9.338333,3,307,1.107085,305,1
0,1,1,1,0,5,5,225,13,12.158333,10,308,1.082248,306,1
1,2,3,3,1.387689,87,21,538,15,7.022346,186,4211,4.464746,649,1
1,1,1,1,0,8,7,232,15,9.01235,54,309,1.110959,307,1
0,1,1,1,0,18,10,222,15,1.019884,7,4213,1.980503,556,0
1,3,3,3,1.402045,160,15,104.666667,13,190.556775,29,1949,1.001949,338,1
1,1,1,1,0,0,2,261,13,25.624109,28,1951,1.039026,939,0
