@relation nova
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug numeric
@data
0,1,2,3,1.2108,46,79,156,41,1.273252,33,132,1.358749,122,1
1,2,5,6,2.159277,21,21,166.333333,41,0.806534,140,136.5,1.319558,127,1
0,1,1,1,0,1,1,1055,41,0.009167,134,291,110.090909,265,0
0,1,1,2,0.676942,31,25,48,41,0.091898,70,479.5,9.161209,38,0
0,1,1,1,0,15,13,83,41,0.160556,11,148,7.228374,143,0
1,1,1,1,0,29,3,141,41,2.736759,3,140,1.365396,128,1
1,1,1,1,0,2,1,1061,41,0.566308,116,149,2.765824,144,0
0,1,1,1,0,13,9,1454,41,2.368877,193,481,1.422141,321,0
1,1,1,1,0,8,6,141,41,0.045752,6,141,22.856818,129,1
1,1,1,1,0,1,1,143,41,0.003738,7,142,268.49226,130,0
0,1,1,1,0,2,3,167,41,0.034063,4,143,30.357798,131,1
0,1,1,1,0,1,1,585,41,0.203009,70,482,5.925884,322,0
0,1,1,2,1,86,86,111,41,0.533576,19,112.5,1.937073,94,0
0,1,2,2,0.970951,1,4,225,41,0.049566,82,144.5,11.087566,133,0
0,1,1,1,0,1,0,33,37,25.046169,23,146,1.039926,0,0
0,1,1,1,0,1,1,1068,41,0.127431,126,1720,8.847411,1465,0
0,1,1,1,0,16,20,585,41,0.036505,71,1721,28.393786,1466,1
1,1,2,2,0.811278,1,3,158,41,0.080428,11,147.5,13.087783,135,0
0,1,1,1,0,0,5,581,41,0.007558,72,1722,133.312404,1467,0
0,1,3,5,2.103958,197,67,214.2,41,0.084484,142,294,13.151632,270,1
0,2,9,10,2.753435,202,14,548.2,41,6.030009,799,71.5,1.18505,68,1
0,1,1,1,0,1,1,131,41,6.055613,28,0,0,0,0
0,1,1,1,0,39,43,590,41,0.038634,41,0,0,0,1
0,1,1,1,0,55,41,1055,41,0.155023,135,143,7.45065,134,1
0,2,2,2,0.998364,15,6,480,41,0.521094,114,114.5,2.991889,4,0
0,1,1,2,1,86,86,43,41,0.05294,1,116.5,10.444687,96,0
0,1,1,1,0,1,2,166,41,0.173889,5,118,6.750799,97,0
0,1,3,4,1.954447,25,11,356.75,41,9.251131,141,298.5,1.983787,274,1
1,2,7,9,2.608864,19,43,561.666667,41,1.612362,717,79,1.961889,73,1
0,1,2,2,0.721928,27,3,500,41,0.037604,61,1.5,20.944598,2,1
0,1,1,1,0,2,4,586,41,0.31081,42,7,4.217398,5,0
0,1,1,1,0,2,2,276,38,1.984676,15,483,1.503861,323,1
1,2,3,3,1.383828,39,7,1390.666667,41,0.412689,486,15,3.172905,10,1
0,1,1,1,0,42,1,891,41,0.012315,116,17,82.203008,5,0
0,2,2,2,0.591673,12,9,106,38,16.406892,40,15.5,1.13818,3,0
0,1,1,1,0,2,6,120,38,0.003912,31,17,256.621302,4,0
0,1,1,2,0.863121,16,12,90,41,0.401343,49,18.5,58.390321,6,0
0,1,1,1,0,0,7,491,38,28.896678,34,20,1.034606,7,0
1,1,1,1,0,1,0,116,41,0.001829,33,21,547.835443,7,0
1,1,1,1,0,1,1,68,41,0.010949,18,22,92.331924,8,0
1,1,4,5,2.051928,82,50,149,41,0.595266,108,151,1.63522,140,1
0,2,2,2,0.468996,10,0,324,41,0.686881,72,1.5,1.927859,1,1
0,1,1,2,1,78,78,39,41,0.400914,1,77.5,2.247149,70,0
0,1,3,5,1.517712,459,55,323.8,41,7.549771,224,81,1.066263,75,1
0,1,3,3,1.159096,58,3,215.666667,41,4.112716,64,4,1.364235,5,1
0,1,4,4,1.438929,287,148,702.75,41,9.844589,369,485.5,1.231715,327,1
0,1,3,3,1.063851,39,14,234,41,0.10625,67,7,6.751634,8,1
1,1,1,2,1,3,1,1065.5,41,0.962587,253,130.5,1.747274,106,0
0,1,3,4,1.958872,10,10,146,41,0.34774,52,155.5,2.73399,144,1
0,1,1,1,0,22,8,1069,41,0.004687,137,144,214.333333,135,1
0,1,10,15,3.015208,104,98,686.6,41,0.451015,1325,308,1.300157,289,1
0,1,1,1,0,25,19,1061,41,0.00816,119,132,123.553191,107,1
1,1,1,1,0,2,2,128,34,3.986898,16,84,1.250822,76,1
0,1,1,1,0,6,2,469,41,0.01559,86,85,65.142539,77,0
0,1,4,6,2.303985,50,0,503.833333,41,0.22147,535,147.5,1.780903,141,1
1,1,1,1,0,1,1,243,41,1.619109,22,133,1.617624,19,0
0,1,3,3,1.010471,145,142,990.666667,41,6.24561,293,489,4.90559,330,1
0,1,1,1,0,4,5,586,41,0.011528,83,491,87.746988,331,0
0,1,1,1,0,2,2,1433,41,0.015579,197,492,65.190193,332,0
0,1,1,1,0,5,1,82,41,7.078576,5,119,1.141271,98,1
0,1,1,1,0,0,1,86,41,0.000463,6,120,2161,99,0
0,1,1,1,0,18,15,585,41,0.040069,84,493,25.956672,333,1
0,2,3,4,1.329331,56,36,317.75,41,2.218932,161,122.5,1.741691,102,1
1,1,1,1,0,16,14,485,41,0.006644,89,87,151.522648,79,0
0,1,1,1,0,17,19,623,41,0.26287,120,1723,4.804156,1468,1
0,1,3,4,1.446617,9,9,311.5,41,38.689661,188,1725.5,1.194853,1472,0
0,1,1,1,0,6,6,661,41,0.007813,143,1728,129,1473,1
0,1,2,3,1.251629,6,6,377.666667,41,1.850019,197,1730,1.180693,1476,1
0,1,1,1,0,4,7,370,41,0.088021,49,2072,12.360947,221,0
0,1,1,1,0,4,4,367,41,0.003715,50,2073,270.158879,222,0
0,1,1,1,0,2,3,367,41,0.005845,51,2074,172.089109,223,1
0,1,1,1,0,1,2,165,41,0.503657,8,125,2.985477,103,0
1,1,1,1,0,3,0,177,38,23.468588,16,126,1.04261,104,0
0,1,10,31,3.630863,0,2316,74.709677,24,98.592655,33,33,1.001306,30,0
0,1,1,1,0,39,0,0,1,0,0,163,0,150,0
0,1,2,3,1.338269,10,5,367,41,-2.871956,219,165,1.272326,153,0
0,1,2,5,1.31578,47,23,184,41,-3.679176,160,169,0.924249,158,1
0,1,1,1,0,8,2,418,41,0.065741,66,172,16.211268,159,0
1,2,5,19,2.121328,117,105,186.421053,41,22.784101,495,1741,1.027794,26,1
0,1,2,2,0.918296,1,2,103.5,41,0.001377,66,1751.5,545.537815,1496,0
0,2,2,8,1.963531,15,16,318.5,41,6.253128,348,1756.5,1.087671,1500,1
0,1,1,1,0,17,17,310,41,0.006331,18,1761,158.952468,1501,1
0,1,2,5,1.913401,11,20,195,41,0.036769,182,1764,13.482918,1506,1
1,1,1,1,0,10,5,1433,41,2.361794,198,494,1.423407,334,1
1,1,1,1,0,1,1,117,41,0.028727,35,1767,35.810637,112,0
0,1,1,1,0,0,3,329,41,0.004815,90,1768,208.692308,1507,0
0,1,1,1,0,1,0,302,41,0.006088,20,1769,165.258555,1508,1
0,1,1,1,0,3,0,303,41,0.016644,21,1770,61.083449,1509,1
0,1,1,1,0,8,17,306,41,0.013345,22,1771,75.934952,1510,1
0,1,2,2,0.979869,6,6,1013,41,1.205365,284,495.5,1.418532,336,1
0,2,2,2,0.151097,23,23,616,41,0.044491,142,1772.5,13.185494,1511,1
0,1,2,2,0.918296,7,5,1013,41,0.016852,286,497.5,45.505495,338,1
1,1,1,1,0,1,1,595,41,0.012824,87,499,78.978339,339,0
0,1,1,1,0,1,0,1084,41,2.533854,139,103,1.394656,78,0
0,1,1,1,0,6,2,595,41,0.056273,88,500,18.770465,340,1
1,1,4,5,1.853197,37,29,781,41,1.146894,402,503,3.702399,345,1
0,1,2,2,0.479832,19,10,507,41,0.015509,95,506.5,49.358209,347,0
0,1,1,1,0,3,3,619,41,0.000417,91,508,2401,348,1
0,3,4,6,1.49753,413,326,54.333333,1,1.960486,3,18.5,0.577929,18,1
0,1,1,1,0,3,1,219,41,3.417558,6,49,1.292607,11,1
0,1,2,4,0.490331,0,80818,20204.5,1,3.985634,4,23.5,1.130582,22,0
0,1,1,1,0,25,12,1085,41,0.262315,140,150,4.812213,145,0
0,2,2,2,0.811278,6,2,86.5,38,36.441933,37,164.5,1.014355,9,1
0,1,1,1,0,26,25,1098,41,0.06147,141,151,17.268123,146,0
0,1,1,1,0,4,2,298,41,0.393206,24,1774,3.543196,1512,1
0,1,1,1,0,1,1,57,38,0.031019,2,166,33.238806,135,1
0,1,1,1,0,7,12,300,41,0.010671,25,1775,94.709328,1513,1
0,2,2,2,1,4,4,64,41,0.49776,80,1776.5,2.550361,27,1
0,1,3,24,3.885239,24,2178,104.75,26,52.376811,144,1828.5,1.002657,1832,0
0,2,15,232,5.548933,10985,0,-2.62931,26,14.636461,219,1956.5,1.000697,76,0
0,2,3,3,0,1,0,5,34,15.089996,10,2074,1.022091,1989,0
0,1,2,2,0.823812,30,1,265.5,38,4.397546,24,127.5,1.261271,106,1
0,3,3,18,3.000066,61,28,180.5,41,29.101994,598,1786.5,1.006829,28,1
1,2,2,2,0.811278,1,3,192,41,0.288229,123,1796.5,56.899213,1519,0
0,1,1,1,0,68,4,619,41,0.353333,92,509,3.830189,349,1
0,1,1,1,0,1,1,186,41,0,46,47,0,35,0
0,1,1,1,0,2,4,427,38,29.881262,17,46,1.033466,34,0
0,1,2,4,1.260558,67,96,357,41,5.552367,120,43.5,6.664256,33,1
0,1,1,1,0,37,0,0,1,0,0,41,0,29,1
0,1,1,1,0,3,3,425,38,0.032755,18,48,31.530035,36,0
0,1,1,3,1.516469,37,19,428.333333,41,3.205116,85,91,1.190667,84,1
0,2,2,2,0.07949,202,2,105,41,0.089688,92,1798.5,9.362369,29,1
1,1,1,1,0,1,1,564,41,0.00691,42,93,145.723618,85,1
0,3,3,4,2,3,5,136.5,41,1.060266,139,1801.5,41.027846,31,1
1,2,2,2,0.970951,2,3,231,41,0.034387,106,1804.5,16.77087,32,1
0,2,2,2,0.918296,1,2,68,41,0.011586,47,1806.5,65.735265,33,1
0,1,1,1,0,84,0,0,1,0,0,84,0,74,1
0,1,1,1,0,1,1,936,41,0.400012,121,50,3.499928,6,0
0,1,1,1,0,4,2,117,41,0.402338,37,1808,3.485473,130,0
0,1,2,2,0.322757,8,9,820,41,0.595775,110,510.5,2.635735,351,1
0,1,1,1,0,18,25,683,41,0.019132,94,512,53.268603,352,1
0,1,2,2,0.999249,192,56,540,41,0.47669,101,513.5,7.429316,354,1
1,1,1,1,0,0,2,728,41,0.012361,96,515,81.898876,355,0
0,1,2,2,0.998001,9,10,607,41,0.029595,104,516.5,30.801823,357,0
0,1,1,1,0,4,4,727,41,0.014687,98,518,69.085106,358,0
0,1,2,2,0.999142,52,35,606.5,41,0.083524,107,519.5,10.556495,360,1
0,1,1,1,0,52,51,488,41,0.005324,9,521,188.826087,361,0
1,2,9,18,3.205586,576,585,659.777778,42,2.390275,1348,93.5,1.339684,89,1
1,1,2,3,1.556657,2,5,859,42,16.479923,216,104,24.314457,92,1
0,1,2,9,2.809135,112,25,304.111111,1,4.985301,9,30,1.063051,31,1
0,1,1,1,0,0,83,67,41,0.771794,21,23,2.295683,9,0
1,1,2,2,0.970951,3,2,543.5,42,0.052292,44,106.5,14.192091,94,1
0,1,1,1,0,0,1,120,38,0.935035,37,24,2.069479,5,0
0,1,1,1,0,7,7,742,41,0.259213,100,522,4.857832,362,1
0,1,1,1,0,0,2,244,38,26.154572,8,131,1.038234,6,0
0,1,1,1,0,1,0,242,38,0.012361,9,132,81.898876,7,0
0,1,1,1,0,1,0,62,41,4.113808,54,133,1.243084,2,0
0,1,1,1,0,0,4,1099,41,1.077072,142,134,1.928443,105,0
1,1,1,1,0,0,1,158,38,34.878704,19,94,1.028671,86,0
0,1,1,1,0,1,0,88,38,37.747303,2,95,1.026492,87,1
0,1,1,1,0,3,1,2227,42,0.385162,247,96,3.59631,88,1
0,1,1,1,0,3,2,301,41,1.141586,27,49,1.875975,37,1
0,1,1,1,0,14,13,425,38,1.084618,19,1809,1.921984,1523,1
0,2,2,2,0.950956,90,45,58.5,42,0.225897,39,97.5,3.213398,89,0
1,1,1,1,0,4,2,426,38,0.003831,20,1810,262.02719,1524,0
0,1,1,1,0,7,0,85,42,0.003333,1,99,301,90,0
0,2,2,2,0.845351,8,3,84.5,42,0.006933,42,100.5,95.202765,91,0
1,1,1,1,0,8,3,661,41,3.782442,145,1811,1.264379,1525,1
0,2,2,5,1.291553,321,404,198.6,38,30.967826,31,1814,1.013921,29,0
0,1,1,2,0.474838,216,0,0,1,0,0,1817.5,0,31,1
0,1,1,1,0,4,1,96,42,0.01213,3,102,83.442748,92,0
1,1,1,1,0,7,5,486,41,1.809387,91,103,1.552673,93,0
0,1,1,1,0,1,0,488,41,0.000486,92,104,2058.142857,94,0
0,1,1,1,0,1,0,78,42,0.041007,41,105,25.386113,5,0
0,2,2,2,0.591673,3,4,89,42,0.016047,46,106.5,327.370162,95,0
0,1,2,2,0.944387,152,22,353,39,19.754248,62,2636.5,1.034201,372,1
1,1,6,9,1.54595,36,64,803,42,1.326641,668,1823,1.617291,1534,1
0,1,1,1,0,0,1,897,42,0.00684,14,1828,147.192893,1535,0
1,1,1,1,0,3,1,278,41,1.360729,60,1829,1.7349,34,1
1,1,4,19,3.915448,79,73,238.684211,43,35.312416,247,1839,1.043818,1554,1
0,1,1,3,1.456565,7,8,201.333333,43,0.509144,48,1850,13.941719,1557,0
0,1,1,1,0,27,0,576,41,5.484039,73,104,1.182347,79,1
1,1,1,1,0,0,1,603,41,0.057141,74,105,18.500506,80,0
0,2,3,10,2.78124,276,566,288.7,42,0.93164,73,39.5,1.348252,40,1
0,1,1,1,0,27,1,280,41,0.32375,61,50,4.088803,8,1
0,1,1,1,0,12,1,85,41,1.683356,21,51,1.594051,9,1
0,1,2,2,0.918296,3,6,422,42,3.104207,156,108.5,2.242388,97,0
0,1,1,1,0,0,1,1095,41,0.893206,143,152,2.119563,147,0
1,1,1,1,0,5,0,602,41,0.308368,75,6,4.242878,5,0
1,3,4,6,2.349917,25,22,174.166667,43,0.732294,280,1854.5,1.362239,35,1
1,1,1,1,0,2,1,663,42,0.073553,148,1858,14.595594,1562,1
0,1,4,19,3.915147,78,70,239.473684,43,0.393439,269,1868,6.282758,1581,1
0,1,1,1,0,1,1,607,41,0.026123,76,7,39.280904,6,0
1,2,2,3,0.774243,10,9,152.333333,43,0.057542,115,1879,25.934137,37,0
1,1,2,3,1.530493,7,11,179.333333,43,2.348538,55,6,1.226645,6,1
1,2,2,2,0.918296,6,6,197,43,0.008247,76,1881.5,76.646325,38,0
0,1,3,3,1.190836,191,16,333.333333,41,0.884853,187,111,2.04561,100,1
0,1,2,2,0.666578,45,1,348.5,41,0.021065,96,113.5,36.604396,102,1
1,1,3,3,1.495538,8,10,1322,42,0.62537,528,1884,6.878223,1586,1
1,1,1,1,0,0,2,179,41,0.013171,2,115,76.922671,103,0
0,1,3,4,1.363311,188,192,304.25,41,0.049361,193,117.5,8.957772,107,1
0,1,1,1,0,1,0,477,41,0.003877,95,120,258.910448,108,0
0,1,1,1,0,2,0,478,41,0.002639,96,121,379.947368,109,0
0,1,1,1,0,2,2,105,38,35.093773,4,173,1.028495,160,0
1,1,2,3,1.289468,62,25,299,43,1.174024,166,53,3.304426,40,1
1,1,1,1,0,1,1,302,41,0.921088,28,1886,2.085673,1587,0
0,1,1,1,0,1,1,78,42,0.845938,43,122,2.18212,7,0
0,1,1,4,1.985228,13,1,306,42,1.375263,174,56.5,1.346969,7,0
0,2,2,3,0.963746,11,10,151.333333,43,0.148781,119,1888,5.087265,40,1
0,1,1,1,0,3,3,99,42,0.855752,5,123,2.168562,110,0
1,1,1,1,0,3,2,311,43,0.004491,66,1890,223.680412,41,1
0,1,1,1,0,3,0,312,43,0.005197,67,1891,193.427617,42,1
1,1,1,1,0,1,3,2227,42,0.128565,250,124,8.778178,111,0
0,1,1,1,0,0,3,98,33,48.98441,3,1892,1.020415,32,0
0,1,6,9,2.46136,46,26,297.111111,43,1.478809,418,178,1.292,169,1
1,1,1,1,0,1,1,96,43,0.142488,24,1893,8.018114,43,0
1,1,1,2,0.928362,38,26,564,42,1.943218,50,125.5,1.435421,113,1
1,1,2,4,1.213333,59,33,361.25,42,0.660093,12,46.5,1.789031,44,0
0,1,1,1,0,0,1,65,42,0.66794,56,49,2.497141,1,0
1,1,1,2,0.99403,4,7,243.5,38,1.192014,2,1894.5,1.629236,34,1
1,1,1,2,0.976021,21,1,570,42,0.03184,52,127.5,24.555071,115,1
1,1,1,1,0,1,1,480,41,0.359178,97,129,3.784133,116,0
0,1,1,1,0,62,79,608,43,0.235648,78,1896,5.243615,1589,1
1,1,1,1,0,3,1,189,38,0.072581,2,1897,14.777707,35,1
0,1,3,5,2.094787,68,15,110.2,43,-0.668715,62,185,1.06131,174,1
0,1,1,1,0,4,0,243,41,5.537118,23,106,1.180599,16,0
1,1,1,1,0,1,0,591,43,0.26434,79,159,4.783003,144,0
0,1,1,1,0,1,0,39,38,8.976053,15,25,1.111408,6,0
0,1,3,3,0.855353,21,13,553,41,5.740787,169,108,1.10641,83,1
0,2,2,3,0.678407,11,12,399.666667,42,2.831833,220,154,1.131969,148,0
0,1,1,2,1,86,86,43,41,3.394317,1,129.5,1.147305,108,0
1,1,1,1,0,1,1,483,39,1.62044,41,2638,1.617116,373,0
0,1,1,1,0,16,24,1092,42,0.038831,145,156,26.752608,149,0
0,1,1,1,0,5,3,1084,42,0.046481,146,151,22.513944,142,0
0,1,2,3,1.063393,37,1,121.666667,43,3.277704,54,189,1.294891,177,1
0,1,4,5,1.719164,56,24,141,43,0.575088,43,193,1.791638,182,1
0,1,1,1,0,1,0,1086,42,0.097836,147,152,11.221223,143,0
0,1,2,2,0.918296,7,8,195,43,0.014722,18,196.5,51.943396,184,1
0,1,4,6,2.103004,149,18,835.333333,44,28.306346,682,13.5,1.410576,14,1
0,2,2,9,2.713839,861,586,120.333333,43,0.611618,79,1902,1.326212,43,1
0,1,1,1,0,3,7,247,41,0.58794,24,134,2.700854,20,0
0,1,1,1,0,31,26,243,41,0.025324,25,135,40.488117,21,0
0,2,2,2,0.37602,29,26,364,41,0.424294,124,136.5,2.190467,22,1
0,1,4,5,2.218378,17,17,766.8,44,1.04391,441,2641,1.398163,378,1
0,1,1,1,0,9,10,244,41,0.017245,27,138,58.986577,23,0
0,1,4,4,1.713246,19,9,916.75,44,0.077558,431,2645.5,7.715416,382,1
0,1,1,2,0.876716,19,35,249,43,1.160787,6,1907.5,1.448508,45,1
0,1,1,2,1,0,2,183,43,0.177593,4,1909.5,5.223149,47,0
0,1,1,1,0,1,3,187,43,0.0211,6,1911,48.394405,48,0
0,1,1,1,0,5,0,487,41,0.565012,99,139,2.769875,109,0
0,1,2,2,0.443458,45,31,879.5,45,0.693142,294,157.5,2.121266,151,1
0,1,1,1,0,21,13,1096,45,0.07537,149,159,14.267813,152,1
0,1,1,1,0,10,4,139,42,1.814282,4,51,1.551182,7,0
0,1,1,1,0,2,0,81,42,1.868125,45,1912,1.535296,132,0
0,1,1,2,0.63431,21,4,1086,45,0.633194,271,160.5,1.815564,154,1
0,1,1,1,0,0,2,1121,45,0.008287,151,162,121.670391,155,0
0,1,3,3,0.631172,47,19,498.333333,43,15.354024,224,85,1.066239,58,1
1,1,1,1,0,1,1,145,42,0.094734,5,52,11.555895,8,0
0,1,1,1,0,1,1,69,43,0.928472,5,198,2.077038,185,0
0,1,1,1,0,15,0,1119,45,0.063032,152,163,16.864855,156,0
1,1,1,1,0,7,3,665,42,2.079711,150,17,1.480836,15,1
0,1,1,1,0,6,6,792,43,0.152963,78,87,7.53753,59,1
0,1,1,1,0,2,2,792,43,0.025613,79,88,40.042024,60,0
0,1,1,1,0,12,5,185,43,1.080394,7,1913,1.925589,49,0
0,1,1,1,0,3,1,221,41,5.048808,7,53,1.198067,12,1
0,1,10,77,4.462474,0,8226,106.831169,26,4.863333,77,2114,1.013158,153,0
1,1,1,1,0,2,2,164,36,46.850833,4,54,1.021344,0,0
0,1,1,1,0,2,2,223,41,0.078056,8,55,13.811388,13,1
0,1,1,1,0,5,5,949,42,2.907361,124,56,1.343955,9,0
1,1,1,1,0,5,11,2241,45,-19.126887,255,57,0.947718,14,1
0,1,1,1,0,7,1,949,42,0.083067,125,58,13.038456,10,0
0,1,1,2,0.99901,25,2,843.5,44,21.173993,215,0.5,0.511807,1,1
0,1,1,2,0.696212,32,0,876,44,0.500179,215,2.5,2.004588,3,1
0,1,1,2,0.918296,2,1,892,44,0.016424,217,4.5,46.665962,5,1
0,1,1,1,0,4,1,916,43,3.952095,22,6,1.25303,6,1
0,1,1,1,0,3,3,562,41,4.139537,97,0,0,0,0
0,1,1,1,0,35,34,575,42,3.79485,46,1,1.263515,1,1
0,1,1,1,0,13,15,360,33,54.854375,22,2,1.01823,2,0
0,1,1,1,0,5,5,194,41,6.778507,5,3,1.147525,3,0
0,1,2,2,0.776556,47,1,309.5,41,3.55923,101,523.5,1.144916,364,1
0,1,1,1,0,1,0,742,41,5.780625,101,525,1.172992,365,0
1,1,1,1,0,1,1,413,42,6.048183,85,110,1.165339,84,1
1,1,1,1,0,3,3,413,42,0.037894,86,111,27.389737,85,1
0,1,1,1,0,0,1,559,42,6.104294,22,3,1.163819,2,0
0,1,1,1,0,4,1,302,41,4.757211,29,8,1.210207,7,1
0,1,1,2,1,61,61,30.5,41,4.905139,2,316.5,1.101934,291,0
1,2,2,3,1.37859,45,61,784.333333,45,6.103229,292,319,1.190566,25,1
0,1,1,1,0,0,130,125,41,9.758391,9,131,1.102476,109,0
0,1,2,2,0.849751,28,1,111,43,12.028918,12,5.5,1.047024,1,1
0,1,2,2,1,83,83,41.5,41,5.410515,2,132.5,1.092413,6,0
1,3,4,4,1.886629,75,29,868.25,46,11.001947,386,135.5,1.147862,110,0
0,1,1,2,0.863121,6,1,470,43,1.758241,195,526.5,1.305467,367,1
1,1,1,1,0,1,2,243,41,3.826227,28,138,1.261354,0,0
0,1,1,1,0,40,0,596,43,5.140301,48,0,0,0,0
0,1,3,4,1.683835,33,14,181.75,43,8.972491,100,140.5,1.072512,114,1
1,1,5,7,2.014107,71,36,495.285714,45,2.182948,450,115,1425.24713,92,1
0,1,1,1,0,0,2,492,41,3.355498,100,8,1.298018,6,0
0,1,1,1,0,0,12,353,39,5.849838,23,143,1.170945,115,0
1,1,4,6,2.021823,32,58,514.833333,45,0.028924,369,121.5,15.117647,98,1
0,1,4,4,1.500509,25,20,148,46,15.710237,19,145.5,1.075904,12,0
0,1,1,1,0,6,270,309,26,7.252234,6,148,1.137889,13,0
0,1,2,2,0.160823,84,1,435.5,43,2.643831,160,108.5,1.18912,96,1
0,1,1,1,0,1,0,558,42,0.672025,23,110,2.488039,97,0
1,1,1,1,0,7,9,559,42,0.013947,24,111,72.701245,98,0
1,1,1,2,1,2,2,1105.5,45,0.655961,281,164.5,2.143361,158,1
0,1,1,1,0,51,3,87,1,8.15265,1,50,1.122659,2,0
0,2,4,4,1.664498,4,3,100.25,46,6.77388,42,150.5,1.418328,118,0
0,1,2,2,0.99961,36,7,563,43,0.788247,150,1.5,1.98396,2,0
0,1,2,2,0.998946,302,326,163,1,4.102106,1,51.5,0.560944,2,1
0,1,1,1,0,0,4,135,1,0.052616,2,53,20.005719,3,0
0,1,1,2,0.998738,263,0,0,1,0,0,54.5,0,46,1
0,1,1,1,0,124,0,0,1,0,0,56,0,47,1
0,1,2,11,2.938142,1490,902,232.545455,42,4.827353,31,62,1.06498,58,1
0,1,2,2,1,46,38,1005,45,0.272587,318,166.5,3.053234,160,0
0,1,2,4,1.541897,362,0,0,1,0,0,69.5,0,62,1
0,1,2,2,0.918296,14,4,334,43,1.115052,104,528.5,1.596734,369,1
0,1,2,2,0.979869,27,9,577.5,43,0.100741,152,3.5,8.444853,4,1
0,1,1,1,0,14,0,660,43,0.018333,51,5,55.545455,5,0
0,1,4,5,1.30865,164,57,702.2,46,2.271819,553,18,1.113778,4,1
0,2,3,4,1.857959,18,10,639.25,46,0.294175,316,22.5,12.136596,6,1
1,1,5,9,2.552732,47,86,752.111111,47,2.931845,962,22,1.099727,24,1
0,2,5,7,1.39869,219,0,607.571429,47,0.495711,755,92,1.894775,11,1
1,1,1,1,0,0,2,1136,46,0.397014,160,125,3.518804,99,0
0,1,1,1,0,9,21,1134,46,0.036817,161,126,28.16127,100,0
1,1,1,1,0,6,0,364,43,4.757824,53,0,0,0,0
1,1,1,1,0,1,1,671,47,0.254282,153,1,4.932635,1,0
0,1,1,1,0,20,8,1122,46,0.457361,162,168,3.186456,161,0
1,2,3,4,0.925598,27,31,789.25,47,0.57726,445,322.5,1.945348,26,1
0,1,2,2,0.205593,93,0,339,48,0.440318,149,169.5,1.067771,163,1
0,1,2,2,0.821281,33,6,149,43,7.45265,20,6.5,1.072056,7,1
0,1,1,1,0,12,2,1130,47,0.057639,164,171,18.349398,164,1
0,1,2,2,0.977418,2,32,71,43,10.150532,24,153.5,1.062709,120,0
1,1,1,1,0,8,29,954,46,2.118727,127,155,1.471982,15,0
0,1,1,1,0,2,9,145,46,1.228137,31,156,1.814242,121,0
1,1,1,1,0,2,2,341,39,1.96235,24,157,1.509593,122,1
0,1,1,1,0,1,1,138,46,0.002188,32,158,458.142857,123,0
0,1,1,1,0,5,11,65,43,0.029375,13,159,35.042553,124,0
0,1,1,1,0,1,1,933,46,0.02,128,160,51,16,0
0,1,1,1,0,1,1,2234,47,0.975174,258,161,2.025458,125,1
0,1,1,1,0,7,12,138,46,0.023565,33,162,43.436149,126,1
0,1,2,7,1.254411,177,0,6.428571,27,0.276229,7,166,1.51717,21,0
0,1,1,1,0,1,2,133,46,0.009097,34,170,110.923664,127,1
0,1,1,1,0,11,4,132,46,0.010567,35,171,95.633078,128,1
0,1,1,1,0,1,1,139,46,0.016563,36,172,61.377358,129,1
0,1,1,2,1,87,87,43.5,46,0.650394,2,173.5,1.768765,131,0
0,1,1,2,1,2,0,53.5,45,-4.225567,79,2.5,1.018679,1,0
0,1,2,2,0.799049,29,4,593.5,43,1.350231,155,8.5,1.552963,9,0
1,1,1,1,0,1,1,1554,47,1.147998,210,26,1.871082,8,0
1,1,5,7,1.566931,166,370,662,47,4.795604,507,115,1.16991,105,1
0,1,1,1,0,1,1,387,42,8.339792,22,4,1.119907,2,0
0,3,6,24,3.687346,688,103,264.708333,47,5.117716,826,61.5,1.047276,65,1
0,2,7,10,3.163339,66,66,828.8,48,-1.316731,982,123.5,6.15176,114,1
0,1,2,2,0.721928,5,5,1657,48,0.00537,396,129.5,140.655172,116,1
0,1,3,5,2.049856,106,0,75,47,0.271451,98,327,1.73678,301,0
0,1,1,1,0,2,2,641,47,0.857685,125,140,2.165929,110,0
0,1,1,2,1,61,61,30.5,41,1.534115,1,330.5,1.325921,303,0
0,1,2,4,1.618394,34,0,235,41,14.230434,164,159.5,1.036059,148,1
0,1,2,2,0.970951,8,7,606.5,47,0.242546,159,10.5,4.092193,11,0
0,1,1,2,1,2,2,83,47,0.277951,2,74.5,3.698314,67,0
0,1,3,3,1.42292,101,16,322,47,0.734826,148,13,3.22259,14,1
0,1,1,1,0,1,1,671,47,1.317315,154,64,1.75912,59,1
0,1,1,1,0,6,0,326,38,35.491458,5,162,1.028176,149,0
0,1,4,5,1.703226,33,32,606.6,47,0.108819,467,17,9.249089,19,0
0,1,1,2,0.569961,6,98,77.5,48,1.494821,3,27.5,1.425624,26,1
1,1,2,2,0.970951,1,4,642.5,48,1.127049,233,29.5,2.805396,28,0
1,1,2,2,0.205593,54,8,370.5,48,0.076331,155,31.5,10.690415,30,1
0,2,6,12,1.878082,334,160,331.333333,48,15.104025,553,1919.5,1.428659,1600,1
